id,date,time,what_i_did,user_id
2193,2025-05-29,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2194,2025-05-29,2:01-3:30,anything,sleepy 
2195,2025-05-29,3:30-6:00,Home work,sleepy 
2196,2025-05-29,6:01-7:30,Watch,sleepy 
2197,2025-05-29,7:31-8:30,Dinner,sleepy 
2198,2025-05-29,8:31-9:20,Try to sleep,sleepy 
2199,2025-05-30,7:30-7:59,Woke up brushed made bed,sleepy 
2200,2025-05-30,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2201,2025-05-30,8:31-9:00,Play,sleepy 
2202,2025-05-30,9:01-9:20,do UCMAS,sleepy 
2203,2025-05-30,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2204,2025-05-30,10:31-11:00,Do anything,sleepy 
2205,2025-05-30,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2206,2025-05-30,12:01-1:00,Eat,sleepy 
2207,2025-05-30,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2208,2025-05-30,2:01-3:30,anything,sleepy 
2209,2025-05-30,3:30-6:00,Home work,sleepy 
2210,2025-05-30,6:01-7:30,Watch,sleepy 
2211,2025-05-30,7:31-8:30,Dinner,sleepy 
2212,2025-05-30,8:31-9:20,Try to sleep,sleepy 
2213,2025-05-31,7:30-7:59,Woke up brushed made bed,sleepy 
2214,2025-05-31,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2215,2025-05-31,8:31-9:00,Play,sleepy 
2216,2025-05-31,9:01-9:20,do UCMAS,sleepy 
2217,2025-05-31,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2218,2025-05-31,10:31-11:00,Do anything,sleepy 
2219,2025-05-31,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2220,2025-05-31,12:01-1:00,Eat,sleepy 
2221,2025-05-31,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2222,2025-05-31,2:01-3:30,anything,sleepy 
2223,2025-05-31,3:30-6:00,Home work,sleepy 
2224,2025-05-31,6:01-7:30,Watch,sleepy 
2225,2025-05-31,7:31-8:30,Dinner,sleepy 
2226,2025-05-31,8:31-9:20,Try to sleep,sleepy 
2227,2025-05-01,7:30-7:59,Woke up brushed made bed,Aaba
2228,2025-05-01,8:00-8:30,Go downstairs and eat breakfast,Aaba
2229,2025-05-01,8:31-9:00,Play,Aaba
2230,2025-05-01,9:01-9:20,do UCMAS,Aaba
2231,2025-05-01,9:21-10:30,Do anything like Watching drawing and More,Aaba
2232,2025-05-01,10:31-11:00,Do anything,Aaba
2233,2025-05-01,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2234,2025-05-01,12:01-1:00,Eat,Aaba
2235,2025-05-01,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2236,2025-05-01,2:01-3:30,anything,Aaba
2237,2025-05-01,3:30-6:00,Home work,Aaba
2238,2025-05-01,6:01-7:30,Watch,Aaba
2239,2025-05-01,7:31-8:30,Dinner,Aaba
2240,2025-05-01,8:31-9:20,Try to sleep,Aaba
2241,2025-05-02,7:30-7:59,Woke up brushed made bed,Aaba
2242,2025-05-02,8:00-8:30,Go downstairs and eat breakfast,Aaba
2243,2025-05-02,8:31-9:00,Play,Aaba
2244,2025-05-02,9:01-9:20,do UCMAS,Aaba
2245,2025-05-02,9:21-10:30,Do anything like Watching drawing and More,Aaba
2246,2025-05-02,10:31-11:00,Do anything,Aaba
2247,2025-05-02,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2248,2025-05-02,12:01-1:00,Eat,Aaba
2249,2025-05-02,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2250,2025-05-02,2:01-3:30,anything,Aaba
2251,2025-05-02,3:30-6:00,Home work,Aaba
2252,2025-05-02,6:01-7:30,Watch,Aaba
2253,2025-05-02,7:31-8:30,Dinner,Aaba
2254,2025-05-02,8:31-9:20,Try to sleep,Aaba
2255,2025-05-03,7:30-7:59,Woke up brushed made bed,Aaba
2256,2025-05-03,8:00-8:30,Go downstairs and eat breakfast,Aaba
2257,2025-05-03,8:31-9:00,Play,Aaba
2258,2025-05-03,9:01-9:20,do UCMAS,Aaba
2259,2025-05-03,9:21-10:30,Do anything like Watching drawing and More,Aaba
2260,2025-05-03,10:31-11:00,Do anything,Aaba
2261,2025-05-03,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2262,2025-05-03,12:01-1:00,Eat,Aaba
2263,2025-05-03,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2264,2025-05-03,2:01-3:30,anything,Aaba
2265,2025-05-03,3:30-6:00,Home work,Aaba
2266,2025-05-03,6:01-7:30,Watch,Aaba
2267,2025-05-03,7:31-8:30,Dinner,Aaba
2268,2025-05-03,8:31-9:20,Try to sleep,Aaba
2269,2025-05-04,7:30-7:59,Woke up brushed made bed,Aaba
2270,2025-05-04,8:00-8:30,Go downstairs and eat breakfast,Aaba
2271,2025-05-04,8:31-9:00,Play,Aaba
2272,2025-05-04,9:01-9:20,do UCMAS,Aaba
2273,2025-05-04,9:21-10:30,Do anything like Watching drawing and More,Aaba
2274,2025-05-04,10:31-11:00,Do anything,Aaba
2275,2025-05-04,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2276,2025-05-04,12:01-1:00,Eat,Aaba
2277,2025-05-04,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2278,2025-05-04,2:01-3:30,anything,Aaba
2279,2025-05-04,3:30-6:00,Home work,Aaba
2280,2025-05-04,6:01-7:30,Watch,Aaba
2281,2025-05-04,7:31-8:30,Dinner,Aaba
2282,2025-05-04,8:31-9:20,Try to sleep,Aaba
2283,2025-05-05,7:30-7:59,Woke up brushed made bed,Aaba
2284,2025-05-05,8:00-8:30,Go downstairs and eat breakfast,Aaba
2285,2025-05-05,8:31-9:00,Play,Aaba
2286,2025-05-05,9:01-9:20,do UCMAS,Aaba
2287,2025-05-05,9:21-10:30,Do anything like Watching drawing and More,Aaba
2288,2025-05-05,10:31-11:00,Do anything,Aaba
2289,2025-05-05,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2290,2025-05-05,12:01-1:00,Eat,Aaba
2291,2025-05-05,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2292,2025-05-05,2:01-3:30,anything,Aaba
2293,2025-05-05,3:30-6:00,Home work,Aaba
2294,2025-05-05,6:01-7:30,Watch,Aaba
2295,2025-05-05,7:31-8:30,Dinner,Aaba
2296,2025-05-05,8:31-9:20,Try to sleep,Aaba
2297,2025-05-06,7:30-7:59,Woke up brushed made bed,Aaba
2298,2025-05-06,8:00-8:30,Go downstairs and eat breakfast,Aaba
2299,2025-05-06,8:31-9:00,Play,Aaba
2300,2025-05-06,9:01-9:20,do UCMAS,Aaba
2301,2025-05-06,9:21-10:30,Do anything like Watching drawing and More,Aaba
2302,2025-05-06,10:31-11:00,Do anything,Aaba
2303,2025-05-06,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2304,2025-05-06,12:01-1:00,Eat,Aaba
2305,2025-05-06,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2306,2025-05-06,2:01-3:30,anything,Aaba
2307,2025-05-06,3:30-6:00,Home work,Aaba
2308,2025-05-06,6:01-7:30,Watch,Aaba
2309,2025-05-06,7:31-8:30,Dinner,Aaba
2310,2025-05-06,8:31-9:20,Try to sleep,Aaba
2311,2025-05-07,7:30-7:59,Woke up brushed made bed,Aaba
2312,2025-05-07,8:00-8:30,Go downstairs and eat breakfast,Aaba
2313,2025-05-07,8:31-9:00,Play,Aaba
2314,2025-05-07,9:01-9:20,do UCMAS,Aaba
2315,2025-05-07,9:21-10:30,Do anything like Watching drawing and More,Aaba
2316,2025-05-07,10:31-11:00,Do anything,Aaba
2317,2025-05-07,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2318,2025-05-07,12:01-1:00,Eat,Aaba
2319,2025-05-07,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2320,2025-05-07,2:01-3:30,anything,Aaba
2321,2025-05-07,3:30-6:00,Home work,Aaba
2322,2025-05-07,6:01-7:30,Watch,Aaba
2323,2025-05-07,7:31-8:30,Dinner,Aaba
2324,2025-05-07,8:31-9:20,Try to sleep,Aaba
2325,2025-05-08,7:30-7:59,Woke up brushed made bed,Aaba
2326,2025-05-08,8:00-8:30,Go downstairs and eat breakfast,Aaba
2327,2025-05-08,8:31-9:00,Play,Aaba
2328,2025-05-08,9:01-9:20,do UCMAS,Aaba
2329,2025-05-08,9:21-10:30,Do anything like Watching drawing and More,Aaba
2330,2025-05-08,10:31-11:00,Do anything,Aaba
2331,2025-05-08,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2332,2025-05-08,12:01-1:00,Eat,Aaba
2333,2025-05-08,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2334,2025-05-08,2:01-3:30,anything,Aaba
2335,2025-05-08,3:30-6:00,Home work,Aaba
2336,2025-05-08,6:01-7:30,Watch,Aaba
2337,2025-05-08,7:31-8:30,Dinner,Aaba
2338,2025-05-08,8:31-9:20,Try to sleep,Aaba
2339,2025-05-09,7:30-7:59,Woke up brushed made bed,Aaba
2340,2025-05-09,8:00-8:30,Go downstairs and eat breakfast,Aaba
2341,2025-05-09,8:31-9:00,Play,Aaba
2342,2025-05-09,9:01-9:20,do UCMAS,Aaba
2343,2025-05-09,9:21-10:30,Do anything like Watching drawing and More,Aaba
2344,2025-05-09,10:31-11:00,Do anything,Aaba
2345,2025-05-09,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2346,2025-05-09,12:01-1:00,Eat,Aaba
2347,2025-05-09,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2348,2025-05-09,2:01-3:30,anything,Aaba
2349,2025-05-09,3:30-6:00,Home work,Aaba
2350,2025-05-09,6:01-7:30,Watch,Aaba
2351,2025-05-09,7:31-8:30,Dinner,Aaba
2352,2025-05-09,8:31-9:20,Try to sleep,Aaba
2353,2025-05-10,7:30-7:59,Woke up brushed made bed,Aaba
2354,2025-05-10,8:00-8:30,Go downstairs and eat breakfast,Aaba
2355,2025-05-10,8:31-9:00,Play,Aaba
2356,2025-05-10,9:01-9:20,do UCMAS,Aaba
2357,2025-05-10,9:21-10:30,Do anything like Watching drawing and More,Aaba
2358,2025-05-10,10:31-11:00,Do anything,Aaba
2359,2025-05-10,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2360,2025-05-10,12:01-1:00,Eat,Aaba
2361,2025-05-10,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2362,2025-05-10,2:01-3:30,anything,Aaba
2363,2025-05-10,3:30-6:00,Home work,Aaba
2364,2025-05-10,6:01-7:30,Watch,Aaba
2365,2025-05-10,7:31-8:30,Dinner,Aaba
2366,2025-05-10,8:31-9:20,Try to sleep,Aaba
2367,2025-05-11,7:30-7:59,Woke up brushed made bed,Aaba
2368,2025-05-11,8:00-8:30,Go downstairs and eat breakfast,Aaba
2369,2025-05-11,8:31-9:00,Play,Aaba
2370,2025-05-11,9:01-9:20,do UCMAS,Aaba
2371,2025-05-11,9:21-10:30,Do anything like Watching drawing and More,Aaba
2372,2025-05-11,10:31-11:00,Do anything,Aaba
2373,2025-05-11,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2374,2025-05-11,12:01-1:00,Eat,Aaba
2375,2025-05-11,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2376,2025-05-11,2:01-3:30,anything,Aaba
2377,2025-05-11,3:30-6:00,Home work,Aaba
2378,2025-05-11,6:01-7:30,Watch,Aaba
2379,2025-05-11,7:31-8:30,Dinner,Aaba
2380,2025-05-11,8:31-9:20,Try to sleep,Aaba
2381,2025-05-12,7:30-7:59,Woke up brushed made bed,Aaba
2382,2025-05-12,8:00-8:30,Go downstairs and eat breakfast,Aaba
2383,2025-05-12,8:31-9:00,Play,Aaba
2384,2025-05-12,9:01-9:20,do UCMAS,Aaba
2385,2025-05-12,9:21-10:30,Do anything like Watching drawing and More,Aaba
2386,2025-05-12,10:31-11:00,Do anything,Aaba
2387,2025-05-12,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2388,2025-05-12,12:01-1:00,Eat,Aaba
2389,2025-05-12,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2390,2025-05-12,2:01-3:30,anything,Aaba
2391,2025-05-12,3:30-6:00,Home work,Aaba
2392,2025-05-12,6:01-7:30,Watch,Aaba
2393,2025-05-12,7:31-8:30,Dinner,Aaba
2394,2025-05-12,8:31-9:20,Try to sleep,Aaba
2395,2025-05-13,7:30-7:59,Woke up brushed made bed,Aaba
2396,2025-05-13,8:00-8:30,Go downstairs and eat breakfast,Aaba
2397,2025-05-13,8:31-9:00,Play,Aaba
2398,2025-05-13,9:01-9:20,do UCMAS,Aaba
2399,2025-05-13,9:21-10:30,Do anything like Watching drawing and More,Aaba
2400,2025-05-13,10:31-11:00,Do anything,Aaba
2401,2025-05-13,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2402,2025-05-13,12:01-1:00,Eat,Aaba
2403,2025-05-13,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2404,2025-05-13,2:01-3:30,anything,Aaba
2405,2025-05-13,3:30-6:00,Home work,Aaba
2406,2025-05-13,6:01-7:30,Watch,Aaba
2407,2025-05-13,7:31-8:30,Dinner,Aaba
2408,2025-05-13,8:31-9:20,Try to sleep,Aaba
2409,2025-05-14,7:30-7:59,Woke up brushed made bed,Aaba
2410,2025-05-14,8:00-8:30,Go downstairs and eat breakfast,Aaba
2411,2025-05-14,8:31-9:00,Play,Aaba
2412,2025-05-14,9:01-9:20,do UCMAS,Aaba
2413,2025-05-14,9:21-10:30,Do anything like Watching drawing and More,Aaba
2414,2025-05-14,10:31-11:00,Do anything,Aaba
2415,2025-05-14,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2416,2025-05-14,12:01-1:00,Eat,Aaba
2417,2025-05-14,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2418,2025-05-14,2:01-3:30,anything,Aaba
2419,2025-05-14,3:30-6:00,Home work,Aaba
2420,2025-05-14,6:01-7:30,Watch,Aaba
2421,2025-05-14,7:31-8:30,Dinner,Aaba
2422,2025-05-14,8:31-9:20,Try to sleep,Aaba
2423,2025-05-15,7:30-7:59,Woke up brushed made bed,Aaba
2424,2025-05-15,8:00-8:30,Go downstairs and eat breakfast,Aaba
2425,2025-05-15,8:31-9:00,Play,Aaba
2426,2025-05-15,9:01-9:20,do UCMAS,Aaba
2427,2025-05-15,9:21-10:30,Do anything like Watching drawing and More,Aaba
2428,2025-05-15,10:31-11:00,Do anything,Aaba
2429,2025-05-15,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2430,2025-05-15,12:01-1:00,Eat,Aaba
2431,2025-05-15,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2432,2025-05-15,2:01-3:30,anything,Aaba
2433,2025-05-15,3:30-6:00,Home work,Aaba
2434,2025-05-15,6:01-7:30,Watch,Aaba
2435,2025-05-15,7:31-8:30,Dinner,Aaba
2436,2025-05-15,8:31-9:20,Try to sleep,Aaba
2437,2025-05-16,7:30-7:59,Woke up brushed made bed,Aaba
2438,2025-05-16,8:00-8:30,Go downstairs and eat breakfast,Aaba
2439,2025-05-16,8:31-9:00,Play,Aaba
2440,2025-05-16,9:01-9:20,do UCMAS,Aaba
2441,2025-05-16,9:21-10:30,Do anything like Watching drawing and More,Aaba
2442,2025-05-16,10:31-11:00,Do anything,Aaba
2443,2025-05-16,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2444,2025-05-16,12:01-1:00,Eat,Aaba
2445,2025-05-16,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2446,2025-05-16,2:01-3:30,anything,Aaba
2447,2025-05-16,3:30-6:00,Home work,Aaba
2448,2025-05-16,6:01-7:30,Watch,Aaba
2449,2025-05-16,7:31-8:30,Dinner,Aaba
2450,2025-05-16,8:31-9:20,Try to sleep,Aaba
2451,2025-05-17,7:30-7:59,Woke up brushed made bed,Aaba
2452,2025-05-17,8:00-8:30,Go downstairs and eat breakfast,Aaba
2453,2025-05-17,8:31-9:00,Play,Aaba
2454,2025-05-17,9:01-9:20,do UCMAS,Aaba
2455,2025-05-17,9:21-10:30,Do anything like Watching drawing and More,Aaba
2456,2025-05-17,10:31-11:00,Do anything,Aaba
2457,2025-05-17,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2458,2025-05-17,12:01-1:00,Eat,Aaba
2459,2025-05-17,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2460,2025-05-17,2:01-3:30,anything,Aaba
2461,2025-05-17,3:30-6:00,Home work,Aaba
2462,2025-05-17,6:01-7:30,Watch,Aaba
2463,2025-05-17,7:31-8:30,Dinner,Aaba
2464,2025-05-17,8:31-9:20,Try to sleep,Aaba
2465,2025-05-18,7:30-7:59,Woke up brushed made bed,Aaba
2466,2025-05-18,8:00-8:30,Go downstairs and eat breakfast,Aaba
2467,2025-05-18,8:31-9:00,Play,Aaba
2468,2025-05-18,9:01-9:20,do UCMAS,Aaba
2469,2025-05-18,9:21-10:30,Do anything like Watching drawing and More,Aaba
2470,2025-05-18,10:31-11:00,Do anything,Aaba
2471,2025-05-18,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2472,2025-05-18,12:01-1:00,Eat,Aaba
2473,2025-05-18,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2474,2025-05-18,2:01-3:30,anything,Aaba
2475,2025-05-18,3:30-6:00,Home work,Aaba
2476,2025-05-18,6:01-7:30,Watch,Aaba
2477,2025-05-18,7:31-8:30,Dinner,Aaba
2478,2025-05-18,8:31-9:20,Try to sleep,Aaba
2479,2025-05-19,7:30-7:59,Woke up brushed made bed,Aaba
2480,2025-05-19,8:00-8:30,Go downstairs and eat breakfast,Aaba
2481,2025-05-19,8:31-9:00,Play,Aaba
2482,2025-05-19,9:01-9:20,do UCMAS,Aaba
2483,2025-05-19,9:21-10:30,Do anything like Watching drawing and More,Aaba
2484,2025-05-19,10:31-11:00,Do anything,Aaba
2485,2025-05-19,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2486,2025-05-19,12:01-1:00,Eat,Aaba
2487,2025-05-19,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2488,2025-05-19,2:01-3:30,anything,Aaba
2489,2025-05-19,3:30-6:00,Home work,Aaba
2490,2025-05-19,6:01-7:30,Watch,Aaba
2491,2025-05-19,7:31-8:30,Dinner,Aaba
2492,2025-05-19,8:31-9:20,Try to sleep,Aaba
2493,2025-05-20,7:30-7:59,Woke up brushed made bed,Aaba
2494,2025-05-20,8:00-8:30,Go downstairs and eat breakfast,Aaba
2495,2025-05-20,8:31-9:00,Play,Aaba
2496,2025-05-20,9:01-9:20,do UCMAS,Aaba
2497,2025-05-20,9:21-10:30,Do anything like Watching drawing and More,Aaba
2498,2025-05-20,10:31-11:00,Do anything,Aaba
2499,2025-05-20,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2500,2025-05-20,12:01-1:00,Eat,Aaba
2501,2025-05-20,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2502,2025-05-20,2:01-3:30,anything,Aaba
2503,2025-05-20,3:30-6:00,Home work,Aaba
2504,2025-05-20,6:01-7:30,Watch,Aaba
2505,2025-05-20,7:31-8:30,Dinner,Aaba
2506,2025-05-20,8:31-9:20,Try to sleep,Aaba
2507,2025-05-21,7:30-7:59,Woke up brushed made bed,Aaba
2508,2025-05-21,8:00-8:30,Go downstairs and eat breakfast,Aaba
2509,2025-05-21,8:31-9:00,Play,Aaba
2510,2025-05-21,9:01-9:20,do UCMAS,Aaba
2511,2025-05-21,9:21-10:30,Do anything like Watching drawing and More,Aaba
2512,2025-05-21,10:31-11:00,Do anything,Aaba
2513,2025-05-21,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2514,2025-05-21,12:01-1:00,Eat,Aaba
2515,2025-05-21,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2516,2025-05-21,2:01-3:30,anything,Aaba
2517,2025-05-21,3:30-6:00,Home work,Aaba
2518,2025-05-21,6:01-7:30,Watch,Aaba
2519,2025-05-21,7:31-8:30,Dinner,Aaba
2520,2025-05-21,8:31-9:20,Try to sleep,Aaba
2521,2025-05-22,7:30-7:59,Woke up brushed made bed,Aaba
2522,2025-05-22,8:00-8:30,Go downstairs and eat breakfast,Aaba
2523,2025-05-22,8:31-9:00,Play,Aaba
2524,2025-05-22,9:01-9:20,do UCMAS,Aaba
2525,2025-05-22,9:21-10:30,Do anything like Watching drawing and More,Aaba
2526,2025-05-22,10:31-11:00,Do anything,Aaba
2527,2025-05-22,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2528,2025-05-22,12:01-1:00,Eat,Aaba
2529,2025-05-22,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2530,2025-05-22,2:01-3:30,anything,Aaba
2531,2025-05-22,3:30-6:00,Home work,Aaba
2532,2025-05-22,6:01-7:30,Watch,Aaba
2533,2025-05-22,7:31-8:30,Dinner,Aaba
2534,2025-05-22,8:31-9:20,Try to sleep,Aaba
2535,2025-05-23,7:30-7:59,Woke up brushed made bed,Aaba
2536,2025-05-23,8:00-8:30,Go downstairs and eat breakfast,Aaba
2537,2025-05-23,8:31-9:00,Play,Aaba
2538,2025-05-23,9:01-9:20,do UCMAS,Aaba
2539,2025-05-23,9:21-10:30,Do anything like Watching drawing and More,Aaba
2540,2025-05-23,10:31-11:00,Do anything,Aaba
2541,2025-05-23,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2542,2025-05-23,12:01-1:00,Eat,Aaba
2543,2025-05-23,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2544,2025-05-23,2:01-3:30,anything,Aaba
2545,2025-05-23,3:30-6:00,Home work,Aaba
2546,2025-05-23,6:01-7:30,Watch,Aaba
2547,2025-05-23,7:31-8:30,Dinner,Aaba
2548,2025-05-23,8:31-9:20,Try to sleep,Aaba
2549,2025-05-24,7:30-7:59,Woke up brushed made bed,Aaba
2550,2025-05-24,8:00-8:30,Go downstairs and eat breakfast,Aaba
2551,2025-05-24,8:31-9:00,Play,Aaba
2552,2025-05-24,9:01-9:20,do UCMAS,Aaba
2553,2025-05-24,9:21-10:30,Do anything like Watching drawing and More,Aaba
2554,2025-05-24,10:31-11:00,Do anything,Aaba
2555,2025-05-24,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2556,2025-05-24,12:01-1:00,Eat,Aaba
2557,2025-05-24,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2558,2025-05-24,2:01-3:30,anything,Aaba
2559,2025-05-24,3:30-6:00,Home work,Aaba
2560,2025-05-24,6:01-7:30,Watch,Aaba
2561,2025-05-24,7:31-8:30,Dinner,Aaba
2562,2025-05-24,8:31-9:20,Try to sleep,Aaba
2563,2025-05-25,7:30-7:59,Woke up brushed made bed,Aaba
2564,2025-05-25,8:00-8:30,Go downstairs and eat breakfast,Aaba
2565,2025-05-25,8:31-9:00,Play,Aaba
2566,2025-05-25,9:01-9:20,do UCMAS,Aaba
2567,2025-05-25,9:21-10:30,Do anything like Watching drawing and More,Aaba
2568,2025-05-25,10:31-11:00,Do anything,Aaba
2569,2025-05-25,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2570,2025-05-25,12:01-1:00,Eat,Aaba
2571,2025-05-25,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2572,2025-05-25,2:01-3:30,anything,Aaba
2573,2025-05-25,3:30-6:00,Home work,Aaba
2574,2025-05-25,6:01-7:30,Watch,Aaba
2575,2025-05-25,7:31-8:30,Dinner,Aaba
2576,2025-05-25,8:31-9:20,Try to sleep,Aaba
2577,2025-05-26,7:30-7:59,Woke up brushed made bed,Aaba
2578,2025-05-26,8:00-8:30,Go downstairs and eat breakfast,Aaba
2579,2025-05-26,8:31-9:00,Play,Aaba
2580,2025-05-26,9:01-9:20,do UCMAS,Aaba
2581,2025-05-26,9:21-10:30,Do anything like Watching drawing and More,Aaba
2582,2025-05-26,10:31-11:00,Do anything,Aaba
2583,2025-05-26,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2584,2025-05-26,12:01-1:00,Eat,Aaba
2585,2025-05-26,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2586,2025-05-26,2:01-3:30,anything,Aaba
2587,2025-05-26,3:30-6:00,Home work,Aaba
2588,2025-05-26,6:01-7:30,Watch,Aaba
2589,2025-05-26,7:31-8:30,Dinner,Aaba
2590,2025-05-26,8:31-9:20,Try to sleep,Aaba
2591,2025-05-27,7:30-7:59,Woke up brushed made bed,Aaba
2592,2025-05-27,8:00-8:30,Go downstairs and eat breakfast,Aaba
2593,2025-05-27,8:31-9:00,Play,Aaba
2594,2025-05-27,9:01-9:20,do UCMAS,Aaba
2595,2025-05-27,9:21-10:30,Do anything like Watching drawing and More,Aaba
2596,2025-05-27,10:31-11:00,Do anything,Aaba
2597,2025-05-27,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2598,2025-05-27,12:01-1:00,Eat,Aaba
2599,2025-05-27,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2600,2025-05-27,2:01-3:30,anything,Aaba
2601,2025-05-27,3:30-6:00,Home work,Aaba
2602,2025-05-27,6:01-7:30,Watch,Aaba
2603,2025-05-27,7:31-8:30,Dinner,Aaba
2604,2025-05-27,8:31-9:20,Try to sleep,Aaba
2605,2025-05-28,7:30-7:59,Woke up brushed made bed,Aaba
2606,2025-05-28,8:00-8:30,Go downstairs and eat breakfast,Aaba
2607,2025-05-28,8:31-9:00,Play,Aaba
2608,2025-05-28,9:01-9:20,do UCMAS,Aaba
2609,2025-05-28,9:21-10:30,Do anything like Watching drawing and More,Aaba
2610,2025-05-28,10:31-11:00,Do anything,Aaba
2611,2025-05-28,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2612,2025-05-28,12:01-1:00,Eat,Aaba
2613,2025-05-28,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2614,2025-05-28,2:01-3:30,anything,Aaba
2615,2025-05-28,3:30-6:00,Home work,Aaba
2616,2025-05-28,6:01-7:30,Watch,Aaba
2617,2025-05-28,7:31-8:30,Dinner,Aaba
2618,2025-05-28,8:31-9:20,Try to sleep,Aaba
2619,2025-05-29,7:30-7:59,Woke up brushed made bed,Aaba
2620,2025-05-29,8:00-8:30,Go downstairs and eat breakfast,Aaba
2621,2025-05-29,8:31-9:00,Play,Aaba
2622,2025-05-29,9:01-9:20,do UCMAS,Aaba
2623,2025-05-29,9:21-10:30,Do anything like Watching drawing and More,Aaba
2624,2025-05-29,10:31-11:00,Do anything,Aaba
2625,2025-05-29,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2626,2025-05-29,12:01-1:00,Eat,Aaba
2627,2025-05-29,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2628,2025-05-29,2:01-3:30,anything,Aaba
2629,2025-05-29,3:30-6:00,Home work,Aaba
2630,2025-05-29,6:01-7:30,Watch,Aaba
2631,2025-05-29,7:31-8:30,Dinner,Aaba
2632,2025-05-29,8:31-9:20,Try to sleep,Aaba
2633,2025-05-30,7:30-7:59,Woke up brushed made bed,Aaba
2634,2025-05-30,8:00-8:30,Go downstairs and eat breakfast,Aaba
2635,2025-05-30,8:31-9:00,Play,Aaba
2636,2025-05-30,9:01-9:20,do UCMAS,Aaba
2637,2025-05-30,9:21-10:30,Do anything like Watching drawing and More,Aaba
2638,2025-05-30,10:31-11:00,Do anything,Aaba
2639,2025-05-30,11:01-12:00,Maybe told to do homework or play outside.,Aaba
